name,min_frames,max_frames,mean_frames,median_frames,threshold_frames,min_lips,max_lips,mean_lips,median_lips,threshold_lips
R_103_248,0.32198893229166664,33.744623480902774,1.5367268820589128,1.1887760416666666,4.977131327108875,0.0,3312.0,96.73333333333333,11.0,514.4336458914054
R_101_44,0.16196614583333332,42.29456922743056,1.139648308762947,0.5414556206597223,4.985561001827374,3.0,1269.0,163.4,78.5,394.3234986358517
R_101_342,0.08862196180555555,28.13422092013889,1.2086675889756946,0.46219618055555556,5.029868573505149,0.0,2788.0,180.77611940298507,11.0,669.1943650831595
R_107_200,0.02845486111111111,60.615909288194445,1.4236208924617557,0.07878472222222223,9.174592698740081,0.0,958.0,96.75510204081633,12.0,285.8495639776844
R_100_269,0.2665668402777778,7.582157118055555,3.28570056199114,2.104992404513889,5.671591248861226,0.0,569.0,109.75438596491227,52.0,244.84490541641037
R_104_75,0.16357747395833333,19.19658203125,1.1200128141534396,0.6764539930555555,3.659286127783308,0.0,5955.0,716.3333333333334,189.5,1874.3162426634553
R_108_57,1.7563671875,12.75031467013889,6.417861565483942,6.129207899305555,9.084193315948333,0.0,439.0,70.88571428571429,24.0,182.60443542528526
R_106_40,0.19358072916666666,34.29578884548611,2.2956552463107647,1.4411919487847222,6.0339273778173945,1.0,22.0,9.166666666666666,7.5,16.76966315197136
R_103_348,0.10195203993055556,66.41796115451389,2.0744935481426365,0.9824826388888889,10.276207842183812,1.0,1648.0,179.5483870967742,80.5,471.57631756716245
R_107_444,0.21564453125,133.60046440972224,3.231477818080357,0.9834342447916666,19.17711239844945,9.0,4898.0,1127.235294117647,920.5,2189.747413323921
R_101_94,0.3055392795138889,1.8869411892361112,0.9729931069535817,0.8781168619791666,1.335201348665123,0.0,47.0,5.125,4.0,11.07783949698991
R_101_148,0.35291015625,30.095422092013887,2.6435529444629133,1.7724332682291668,7.24178112326287,3.0,2799.0,400.07246376811594,167.0,990.2537505527287
R_106_283,0.15983615451388888,1.1764420572916667,0.5854761679292929,0.5538346354166667,0.8377779746237117,1.0,3645.0,265.5272727272727,86.0,929.906924721124
R_100_387,0.38067599826388887,1.1767361111111112,0.7086291837431694,0.6800640190972222,0.8983236939464454,2.0,56.0,27.0,16.0,48.4289523775662
R_105_199,0.031404079861111114,19.099940321180554,1.4298037496899796,1.1891080729166665,3.130385108334237,0.0,1105.0,246.35,36.5,584.010669163585
R_105_325,0.015322265625,23.918901909722223,1.2890039524231685,1.141008029513889,3.7536366164306814,0.0,54.0,6.3023255813953485,4.0,15.484043725623216
R_106_280,0.19676649305555555,80.77011284722222,2.595401087212791,0.6025672743055556,14.724520101185279,4.0,704.0,105.31645569620254,49.0,245.25799360760158
R_104_30,0.07950629340277778,37.39256401909722,1.415945984640239,1.2230387369791669,4.482029442533788,0.0,1139.0,71.33064516129032,6.0,240.52392658886032
R_103_406,0.10380099826388889,24.714788411458333,0.9413920490546432,0.5776638454861112,3.4635746516069803,0.0,1390.0,71.59633027522936,15.0,273.07376859443855
R_104_6,0.5630056423611111,50.276057942708334,2.353899052372685,1.493244900173611,8.610508926655193,1.0,493.0,92.39393939393939,50.0,201.52436994545866
R_103_24,0.5690690104166667,48.66016384548611,1.9577228695222701,0.988669704861111,8.157236153371574,0.0,109.0,18.38095238095238,7.0,43.29791197243238
R_103_323,0.23765299479166666,54.67844184027778,1.5405721182193393,0.45953016493055554,8.91205192594361,0.0,1302.0,345.4313725490196,155.0,732.9347567165046
R_107_190,0.11678493923611111,23.642004123263888,1.1213053944730813,0.5244997829861111,3.902080632486904,0.0,3309.0,285.2842105263158,23.0,973.7152973677223
R_106_191,3.3508257378472224,7.3352256944444445,4.734717236069775,4.549642469618055,5.583848282356797,0.0,1113.0,143.17391304347825,19.0,421.91590878333074
R_101_151,0.6748014322916667,30.21623046875,3.25871965268543,2.4135628255208337,7.225101650055517,1.0,5298.0,542.4166666666666,61.0,1780.440032426242
R_105_321,0.028937717013888888,0.806083984375,0.27539271763392853,0.2401117621527778,0.4610412362369818,0.0,644.0,93.04651162790698,53.0,219.55194923295704
